id,name,language
950,Dum Maaro Dum,hindi
951,Manto,hindi
952,Saheb Biwi Aur Gangster Returns,hindi
953,Kaalapani,malayalam
954,Yoddha,malayalam
955,OK Jaanu,hindi
956,Animal World,hindi
957,I Am Kalam,hindi
958,Chhoti Si Baat,hindi
959,Sandesham,malayalam
960,God Tussi Great Ho,hindi
961,Murari,telugu
962,Bullett Raja,hindi
963,Brindaavanam,telugu
964,Pataakha,hindi
965,Ginny Weds Sunny,hindi
966,Bawarchi,hindi
967,Vikramarkudu,telugu
968,Awaara,hindi
969,Naanum Rowdy Thaan,tamil
970,Made in China,hindi
971,Munnariyippu,malayalam
972,Masss,tamil
973,Murder,hindi
974,Kyaa Super Kool Hain Hum,hindi
975,Masoom,hindi
976,Haraamkhor,hindi
977,Dil Toh Baccha Hai Ji,hindi
978,Indru Netru Naalai,tamil
979,Zanjeer,hindi
980,Ram Jaane,hindi
981,Kaun?,hindi
982,London Paris New York,hindi
983,Luv Shuv Tey Chicken Khurana,hindi
984,Fidaa,telugu
985,Drushyam,telugu
986,Duvvada Jagannadham,telugu
987,Har Kisse Ke Hisse: Kaamyaab,hindi
988,Thoovanathumbikal,malayalam
989,B.A. Pass,hindi
990,Ungli,hindi
991,Aagadu,telugu
992,Rainbow,hindi
993,Kyon Ki...,hindi
994,Boys,tamil
995,Gopala Gopala,telugu
996,Panjaa,telugu
997,Double Dhamaal,hindi
998,Double Dhamaal,tamil
999,That Girl in Yellow Boots,hindi
1000,Thattathin Marayathu,malayalam
1001,That Girl in Yellow Boots,kannada
1002,Joseph,malayalam
1003,Apoorva Sagodharargal,tamil
1004,Gori Tere Pyaar Mein!,tamil
1005,Vettaikaaran,tamil
1006,Yamadonga,telugu
1007,Phillauri,hindi
1008,Mubarakan,hindi
1009,Tholi Prema,telugu
1010,Margarita with a Straw,hindi
1011,Taish,hindi
1012,Raaz 3: The Third Dimension,hindi
1013,Mouna Ragam,tamil
1014,Kali,malayalam
1015,Raavanan,tamil
1016,Ayitha Ezhuthu,tamil
1017,Hate Story,hindi
1018,Ramaiya Vastavaiya,hindi
1019,Shor in the City,hindi
1020,Kilukkam,malayalam
1021,Classmates,malayalam
1022,Pride and Honour,hindi
1023,Oppam,malayalam
1024,Sudani from Nigeria,malayalam
1025,Bhoot,hindi
1026,Aakrosh,hindi
1027,Maari,tamil
1028,Happy Ending,hindi
1029,Mahanadhi,tamil
1030,Madras,tamil
1031,Manmadhudu,telugu
1032,HIT,telugu
1033,Action Jackson,hindi
1034,Unda,malayalam
1035,Parava,malayalam
1036,Pogaru,kannada
1037,Madhuraraja,malayalam
1038,Raaz: The Mystery Continues,hindi
1039,Yatra,telugu
1040,Bhale Bhale Magadivoi,telugu
1041,Jazbaa,hindi
1042,Nail Polish,hindi
1043,Filmistaan,hindi
1044,Jattu Engineer,hindi
1045,Shiva,telugu
1046,Odiyan,malayalam
1047,Action Hero Biju,malayalam
1048,Jeans,tamil
1049,Khaidi No. 150,telugu
1050,Yaadein...,hindi
1051,Oosaravelli,telugu
1052,Lucky: No Time for Love,hindi
1053,Zinda,hindi
1054,Velaikkaran,tamil
1055,"Blue Skies, Green Waters, Red Earth",kannada
1056,"Blue Skies, Green Waters, Red Earth",malayalam
1057,"Blue Skies, Green Waters, Red Earth",tamil
1058,Ghatak: Lethal,hindi
1059,Jism 2,hindi
1060,Kyaa Kool Hai Hum,hindi
1061,In Harihar Nagar,malayalam
1062,Mayakkam Enna,tamil
1063,Aaram Thamburan,malayalam
1064,Majili,telugu
1065,Tum Bin...: Love Will Find a Way,hindi
1066,Shatranj Ke Khilari,hindi
1067,Simran,hindi
1068,1942: A Love Story,hindi
1069,Paruthiveeran,tamil
1070,Nishabdham,malayalam
1071,Nishabdham,tamil
1072,Nishabdham,telugu
1073,Panchatanthiram,tamil
1074,Njan Prakashan,malayalam
1075,Eklavya: The Royal Guard,hindi
1076,Solo,malayalam
1077,Solo,tamil
1078,Jaani Dushman: Ek Anokhi Kahani,hindi
1079,Joker,tamil
1080,Iru Mugan,tamil
1081,Dus,hindi
1082,Kuruvi,tamil
1083,Darna Mana Hai,hindi
1084,Humraaz,hindi
1085,Kabul Express,hindi
1086,Yaariyan,hindi
1087,Mr Perfect,telugu
1088,Villu,tamil
1089,Parinda,hindi
1090,Damini,hindi
1091,Baabul,hindi
1092,Satte Pe Satta,hindi
1093,The Lovers,hindi
1094,Maara,tamil
1095,Welcome to Sajjanpur,hindi
1096,Chakravyuh,hindi
1097,Godfather,malayalam
1098,Hello Charlie,hindi
1099,Gamyam,telugu
1100,Yeh Saali Aashiqui,hindi
1101,Thillu Mullu,tamil
1102,Chalo Dilli,hindi
1103,Orange,telugu
1104,Naandhi,telugu
1105,Marjaavaan,hindi
1106,Khal Nayak,hindi
1107,Miss Lovely,hindi
1108,Dulhan Hum Le Jayenge,hindi
1109,Raaz,hindi
1110,Raaz,tamil
1111,Pyaar Ke Side Effects,hindi
1112,1920,hindi
1113,Pyaar Impossible!,hindi
1114,R.I.P.,malayalam
1115,Hate Story 3,hindi
1116,Anegan,tamil
1117,Varathan,malayalam
1118,Desh Drohi,hindi
1119,Iraivi,tamil
1120,Haseena Maan Jaayegi,hindi
1121,Vasoolraja M.B.B.S,tamil
1122,Tevar,hindi
1123,Andhaghaaram,tamil
1124,Mathu Vadalara,telugu
1125,Aaja Nachle,hindi
1126,Middle Class Melodies,telugu
1127,Sadma,hindi
1128,U Turn,kannada
1129,Zakhm,hindi
1130,Thackeray,hindi
1131,Pyaar To Hona Hi Tha,hindi
1132,Brahmotsavam,tamil
1133,Brahmotsavam,telugu
1134,Commando 2,hindi
1135,Maryan,tamil
1136,F.A.L.T.U,hindi
1137,We Are Family,hindi
1138,Yuvarathnaa,kannada
1139,Kanche,telugu
1140,Munna Michael,hindi
1141,Chal Mere Bhai,hindi
1142,Ekk Deewana Tha,hindi
1143,Malliswari,telugu
1144,Nuvvostanante Nenoddantana,telugu
1145,Mungaru Male,kannada
1146,Naayak,telugu
1147,Aan: Men at Work,hindi
1148,The Shaukeens,hindi
1149,Sanam Re,hindi
1150,Amen,malayalam
1151,Sagara Sangamam,telugu
1152,The Body,hindi
1153,Taxiwala,telugu
1154,Oh My Kadavule,tamil
1155,Total Siyapaa,hindi
1156,Ramji Rav Speaking,malayalam
1157,The Cup,hindi
1158,Shool,hindi
1159,Gang Leader,telugu
1160,Ye Maaya Chesave,telugu
1161,Dolly Ki Doli,hindi
1162,Brochevarevarura,telugu
1163,Pareeksha,hindi
1164,Raajakumara,kannada
1165,Big B,malayalam
1166,Suraj Pe Mangal Bhari,hindi
1167,Anjali,tamil
1168,Chakra,tamil
1169,Aladin,hindi
1170,Apne,hindi
1171,Katti Batti,hindi
1172,Forensic,malayalam
1173,Bahut Hua Sammaan,hindi
1174,Aadhavan,tamil
1175,1971: Beyond Borders,malayalam
1176,Thirupaachi,tamil
1177,Rudhramadevi,telugu
1178,Aa Naluguru,telugu
1179,Bichhoo,hindi
1180,Bhaagamathie,tamil
1181,Bhaagamathie,telugu
1182,Haasil,hindi
1183,Guru,malayalam
1184,Chance Pe Dance,hindi
1185,U Turn,tamil
1186,U Turn,telugu
1187,Dil Dosti Etc,hindi
1188,Jomonte Suvisheshangal,malayalam
1189,Pilla Zamindar,telugu
1190,Bhoomi,tamil
1191,Bhuddah Hoga Tera Baap,hindi
1192,Uttama Villain,tamil
1193,Uttama Villain,telugu
1194,Ghoomketu,hindi
1195,Phobia,hindi
1196,Omerta,hindi
1197,Hum,hindi
1198,Agnathavasi - Prince in Exile,telugu
1199,Bade Miyan Chote Miyan,hindi
1200,Arundhati,telugu
1201,Sooryavansham,hindi
1202,Khamoshi: The Musical,hindi
1203,Dilwale,hindi
1204,Na Tum Jaano Na Hum,hindi
1205,Sillunu Oru Kadhal,tamil
1206,99,hindi
1207,Me and Mrs. Khanna,hindi
1208,Taarzan: The Wonder Car,hindi
1209,Oru CBI Diary Kurippu,malayalam
1210,Uyare,malayalam
1211,King Uncle,hindi
1212,Kaazhcha,malayalam
1213,Vinaya Vidheya Rama,telugu
1214,Angry Indian Goddesses,hindi
1215,Kadhalum Kadanthu Pogum,tamil
1216,Thenmavin Kombath,malayalam
1217,Soldier,hindi
1218,Ninnu Kori,telugu
1219,Sathuranga Vettai,tamil
1220,Om,kannada
1221,Sharaabi,hindi
1222,The Stoneman Murders,hindi
1223,Aha Naa Pellanta,telugu
1224,Cameraman Gangatho Rambabu,telugu
1225,Muthu,hindi
1226,Muthu,tamil
1227,Hero No. 1,hindi
1228,Darling,telugu
1229,Kandukondain Kandukondain,tamil
1230,Citizen,tamil
1231,Lucknow Central,hindi
1232,Rascals,hindi
1233,Chaahat,hindi
1234,Happy,telugu
1235,Abhimaan,hindi
1236,Godhi Banna Sadharana Mykattu,kannada
1237,Mickey Virus,hindi
1238,Tumko Na Bhool Paayenge,hindi
1239,CIA: Comrade in America,malayalam
1240,Kattradhu Thamizh,tamil
1241,Varalaaru,tamil
1242,Kerala Varma Pazhassi Raja,malayalam
1243,Freaky Ali,hindi
1244,Muqaddar Ka Sikandar,hindi
1245,What's Your Raashee?,hindi
1246,Oru Vadakkan Selfie,malayalam
1247,Paiyaa,tamil
1248,100% Love,telugu
1249,Ponmagal Vandhal,tamil
1250,Raja Babu,hindi
1251,Prasthanam,telugu
1252,Begum Jaan,hindi
1253,Pinjar,hindi
1254,Deewangee,hindi
1255,Lamhe,hindi
1256,Sunday,hindi
1257,Iddarammayilatho,telugu
1258,David,tamil
1259,Mastizaade,hindi
1260,Ayalum Njanum Thammil...,malayalam
1261,Silsila,hindi
1262,Laila Majnu,hindi
1263,Shree 420,hindi
1264,Parugu,telugu
1265,Shaan,hindi
1266,Kaalakaandi,hindi
1267,Love Mocktail,kannada
1268,LOC: Kargil,hindi
1269,Brij Mohan Amar Rahe,hindi
1270,Bank Chor,hindi
1271,Dulhe Raja,hindi
1272,Jaanwar,hindi
1273,Namaste England,hindi
1274,Rakhta Charitra 2,hindi
1275,Rakhta Charitra 2,tamil
1276,Rakhta Charitra 2,telugu
1277,Vatsalyam,malayalam
1278,ABCD: American-Born Confused Desi,malayalam
1279,Amaram,malayalam
1280,Moondram Pirai,tamil
1281,Kushi,tamil
1282,The Warrior,hindi
1283,Ala Modalaindi,telugu
1284,Simhadri,telugu
1285,7th Day,malayalam
1286,Cargo,hindi
1287,Kalyug,hindi
1288,Nota,tamil
1289,Nota,telugu
1290,Lajja,hindi
1291,Thithi,kannada
1292,Uppena,telugu
1293,Guna,tamil
1294,Virasat,hindi
1295,Thammudu,telugu
1296,Upendra,kannada
1297,Trimurti,hindi
1298,Dulha Mil Gaya,hindi
1299,Inkaar,hindi
1300,Luck,hindi
1301,One Two Three,hindi
1302,Maryada Ramanna,telugu
1303,Sulemani Keeda,hindi
1304,Ragini MMS,hindi
1305,404: Error Not Found,hindi
1306,Sethupathi,tamil
1307,Chandni Bar,hindi
1308,Pattanapravesam,malayalam
1309,Traffic,hindi
1310,Rann,hindi
1311,Dhee,telugu
1312,Fida,hindi
1313,Rachcha,telugu
1314,Jalebi,hindi
1315,Thegidi,tamil
1316,Jai Gangaajal,hindi
1317,Dosti: Friends Forever,hindi
1318,Soni,hindi
1319,Helen,malayalam
1320,Deewana Mastana,hindi
1321,Running Shaadi,hindi
1322,U Me Aur Hum,hindi
1323,The Legend of Drona,hindi
1324,Mamangam,malayalam
1325,Tribhanga,hindi
1326,Jab Pyaar Kisise Hota Hai,hindi
1327,Single Slipper Size - 7,tamil
1328,World Famous Lover,telugu
1329,Murder 3,hindi
1330,Why Cheat India,hindi
1331,Namak Halaal,hindi
1332,Onaayum Aattukkuttiyum,tamil
1333,Tik Tik Tik,tamil
1334,Loev,hindi
1335,Zanjeer,hindi
1336,Zanjeer,telugu
1337,Bharatham,malayalam
1338,Aditya 369,telugu
1339,Dhan Dhana Dhan Goal,hindi
1340,Ezra,malayalam
1341,Ezra,tamil
1342,Ezra,telugu
1343,Tholiprema,telugu
1344,Honeymoon Travels Pvt. Ltd.,hindi
1345,Mayaanadhi,malayalam
1346,Mandela,tamil
1347,Bewafaa,hindi
1348,Ram Lakhan,hindi
1349,Thoda Pyaar Thoda Magic,hindi
1350,Psycho,tamil
1351,Ajeeb Daastaans,hindi
1352,Adhurs,tamil
1353,Adhurs,telugu
1354,Great Grand Masti,hindi
1355,Friends,tamil
1356,Aandavan Kattalai,tamil
1357,Aap Mujhe Achche Lagne Lage,hindi
1358,Sethu,tamil
1359,Gitanjali,telugu
1360,Hero,hindi
1361,Laaga Chunari Mein Daag: Journey of a Woman,hindi
1362,Andaaz,hindi
1363,Vikramadithyan,malayalam
1364,Love Story 2050,hindi
1365,Buddha in a Traffic Jam,hindi
1366,Kidnap,hindi
1367,Commando 3,hindi
1368,3 Deewarein,hindi
1369,North 24 Kaatham,malayalam
1370,Left Right Left,malayalam
1371,Vettai,tamil
1372,Kappela,malayalam
1373,Mitron,hindi
1374,Sardaar Gabbar Singh,hindi
1375,Sardaar Gabbar Singh,telugu
1376,Chashme Buddoor,hindi
1377,Kuttram 23,tamil
1378,Sadak,hindi
1379,Munthirivallikal Thalirkkumbol,malayalam
1380,Manmadhan,tamil
1381,1983,malayalam
1382,Punjabi House,malayalam
1383,Vaalee,tamil
1384,Jodi No. 1,hindi
1385,Kodi,tamil
1386,Azhagiya Tamilmagan,tamil
1387,Googly,kannada
1388,Indra,telugu
1389,Vishwaroopam 2,tamil
1390,Vishwaroopam 2,telugu
1391,Yeh Hai Jalwa,hindi
1392,Jacobinte Swargarajyam,malayalam
1393,No Problem,hindi
1394,Gentleman,tamil
1395,Roberrt,kannada
1396,Bheeshma,telugu
1397,Vaah! Life Ho Toh Aisi!,hindi
1398,Maari 2,tamil
1399,Tezz,hindi
1400,Yevade Subramanyam,telugu
1401,Baazi,hindi
1402,Driving Licence,malayalam
1403,Guddu,hindi
1404,A Aa,telugu
1405,Pukar,hindi
1406,Laawaris,hindi
1407,Judaai,hindi
1408,7/G Rainbow Colony,tamil
1409,Kuch Naa Kaho,hindi
1410,Villain,malayalam
1411,Chef,hindi
1412,Comali,tamil
1413,Halla Bol,hindi
1414,Madrasapattinam,tamil
1415,Kaadan,hindi
1416,Kaadan,tamil
1417,Kaadan,telugu
1418,Avvai Shanmugi,tamil
1419,CoCo Kokila,tamil
1420,Indian,hindi
1421,Silence: Can You Hear It,hindi
1422,Singh Saab the Great,hindi
1423,Hebbuli,kannada
1424,Hebbuli,tamil
1425,Penguin,malayalam
1426,Penguin,tamil
1427,Penguin,telugu
1428,Oru Adaar Love,kannada
1429,Oru Adaar Love,malayalam
1430,Oru Adaar Love,tamil
1431,Oru Adaar Love,telugu
1432,Kaala Patthar,hindi
1433,Qayamat: City Under Threat,hindi
1434,Khichdi: The Movie,hindi
1435,Paanch,hindi
1436,MP3: Mera Pehla Pehla Pyaar,hindi
1437,RX 100,telugu
1438,Boss Engira Baskaran,tamil
1439,Pihu,hindi
1440,Game,hindi
1441,Amar Akbar Anthony,malayalam
1442,Notebook,hindi
1443,Welcome Home,hindi
1444,Thulladha Manamum Thullum,tamil
1445,F2: Fun and Frustration,telugu
1446,Aalavandhan,tamil
1447,Namukku Parkkan Munthiri Thoppukal,malayalam
1448,"Main, Meri Patni... Aur Woh!",hindi
1449,Karz,hindi
1450,Masterpiece,malayalam
1451,Crossroads,kannada
1452,Tagore,telugu
1453,Haunted - 3D,hindi
1454,Naan Mahaan Alla,tamil
1455,The Hero: Love Story of a Spy,hindi
1456,Iyobinte Pusthakam,malayalam
1457,Iyobinte Pusthakam,tamil
1458,Thanneermathan Dinangal,malayalam
1459,Super,kannada
1460,Kadaikutty Singam,tamil
1461,22 Female Kottayam,malayalam
1462,Uriyadi,tamil
1463,Jeet,hindi
1464,Coolie,hindi
1465,Dharam Sankat Mein,hindi
1466,Bujjigaadu: Made in Chennai,telugu
1467,Kaagaz Ke Phool,hindi
1468,Mere Yaar Ki Shaadi Hai,hindi
1469,Dheena,tamil
1470,Beyond the Clouds,hindi
1471,Rajamanikyam,malayalam
1472,The House Next Door,tamil
1473,The House Next Door,telugu
1474,Ishq,malayalam
1475,Gulaab Gang,hindi
1476,Sye,telugu
1477,Knock Out,hindi
1478,Chameli,hindi
1479,Katamarayudu,telugu
1480,Major Saab,hindi
1481,Maya,hindi
1482,Hate Story 2,hindi
1483,Krishna Gaadi Veera Prema Gaadha,telugu
1484,Sehar,hindi
1485,Vazhakku Enn 18/9,tamil
1486,Trishul,hindi
1487,The Zoya Factor,hindi
1488,International Khiladi,hindi
1489,Pagalpanti,hindi
1490,Velaiilla Pattadhari 2,tamil
1491,Love Will Take Over,hindi
1492,Jism,hindi
1493,Lupt,hindi
1494,Firaaq,hindi
1495,Kavan,tamil
1496,Anjathe,tamil
1497,Viruddh... Family Comes First,hindi
1498,Maachis,hindi
1499,Sivakaasi,tamil
1500,Meesaya murukku,tamil
1501,Irul,malayalam
1502,Amal,hindi
1503,Mere Baap Pehle Aap,hindi
1504,Kayamkulam Kochunni,malayalam
1505,Matrubhoomi: A Nation Without Women,hindi
1506,Achcham Yenbadhu Madamaiyada,tamil
1507,Before the Rains,malayalam
1508,Missing,hindi
1509,Lafangey Parindey,hindi
1510,Heroes,hindi
1511,Varane Avashyamund,malayalam
1512,Koode,malayalam
1513,Neerali,malayalam
1514,Krazzy 4,hindi
1515,Thoppil Joppan,malayalam
1516,Thenali,tamil
1517,Udayananu Tharam,malayalam
1518,Tezaab,hindi
1519,Simple Agi Ondh Love Story,kannada
1520,Kyo Kii... Main Jhuth Nahin Bolta,hindi
1521,Gautamiputra Satakarni,telugu
1522,Thaniyavartanam,malayalam
1523,Sankarabharanam,telugu
1524,Remo,tamil
1525,Rock on 2,hindi
1526,Govindudu Andari Vaadele,telugu
1527,Shylock,malayalam
1528,Thoongaavanam,tamil
1529,Thoongaavanam,telugu
1530,Hotel Salvation,hindi
1531,Arunachalam,tamil
1532,Ee Nagaraniki Emaindi,telugu
1533,Kabhie Kabhie,hindi
1534,Prince,hindi
1535,Kya Kehna,hindi
1536,Eeswaran,tamil
1537,Jhankaar Beats,hindi
1538,Adanga Maru,tamil
1539,Nenu Local,telugu
1540,Saina,hindi
1541,Corporate,hindi
1542,Crook: It's Good to Be Bad,hindi
1543,Kahin Pyaar Na Ho Jaaye,hindi
1544,100 Days of Love,malayalam
1545,Shakti,hindi
1546,Ramaleela,malayalam
1547,Beta,hindi
1548,Vadakkunokkiyantram,malayalam
1549,Darna Zaroori Hai,hindi
1550,Mithya,hindi
1551,Teddy,tamil
1552,Babumoshai Bandookbaaz,hindi
1553,The Blue Umbrella,hindi
1554,Shahenshah,hindi
1555,Grandmaster,malayalam
1556,Theeviravaathi: The Terrorist,tamil
1557,Oh Baby,telugu
1558,India's Most Wanted,hindi
1559,Karma,hindi
1560,Zeher,hindi
1561,Anand,telugu
1562,Shagird,hindi
1563,Hello Guru Prema Kosame,telugu
1564,Axone,hindi
1565,Zamaana Deewana,hindi
1566,Unpaused,hindi
1567,Hello,hindi
1568,Yaadon Ki Baaraat,hindi
1569,Dhammu,telugu
1570,Ethir Neechal,tamil
1571,Om Jai Jagadish,hindi
1572,Baba,tamil
1573,Baba,telugu
1574,Apna Sapna Money Money,hindi
1575,Chocolate: Deep Dark Secrets,hindi
1576,Ramayya Vastavayya,telugu
1577,Maayavan,tamil
1578,Fool N Final,hindi
1579,Sarkar 3,hindi
1580,Krantiveer,hindi
1581,Vellimoonga,malayalam
1582,Thanga Magan,tamil
1583,Aankhen,hindi
1584,Chennai 600028,tamil
1585,Kaadhal Konden,tamil
1586,Kendasampige,kannada
1587,Demonte Colony,tamil
1588,Kadhalukku Mariyadhai,tamil
1589,Raja Kumarudu,hindi
1590,Raja Kumarudu,telugu
1591,Refugee,hindi
1592,Raju Chacha,hindi
1593,Aadhi,malayalam
1594,Khuda Gawah,hindi
1595,Chirutha,telugu
1596,Jhootha Hi Sahi,hindi
1597,Family: Ties of Blood,hindi
1598,Gentleman,telugu
1599,Prahaar: The Final Attack,hindi
1600,Tirangaa,hindi
1601,Ramana,tamil
1602,Tridev,hindi
1603,Cash,hindi
1604,NTR Kathanayakudu,telugu
1605,MCA Middle Class Abbayi,telugu
1606,Rok Sako To Rok Lo,hindi
1607,Yutham Sei,tamil
1608,Behen Hogi Teri,hindi
1609,9,malayalam
1610,Kya Dilli Kya Lahore,hindi
1611,Kaatru Veliyidai,tamil
1612,Dasharatham,malayalam
1613,Youngistaan,hindi
1614,Tikli and Laxmi Bomb,hindi
1615,Akaash Vani,hindi
1616,Spirit,malayalam
1617,Hello!,telugu
1618,Kadhalan,tamil
1619,Dushman,hindi
1620,Thaandavam,tamil
1621,Gurgaon,hindi
1622,Daddy,hindi
1623,Naan Kadavul,tamil
1624,Style,hindi
1625,Thambi,tamil
1626,Rang Rasiya,hindi
1627,Mr. X,hindi
1628,Do Bigha Zamin,hindi
1629,Kshana Kshanam,telugu
1630,1971,hindi
1631,"I, Me aur Main",hindi
1632,Urumi,malayalam
1633,Samay: When Time Strikes,hindi
1634,Salt n' Pepper,malayalam
1635,Yamla Pagla Deewana 2,hindi
1636,Minnale,tamil
1637,Yaaradi Nee Mohini,tamil
1638,Dil Maange More!!!,hindi
1639,Pisasu,tamil
1640,Mr. And Mrs. Ramchari,kannada
1641,Aadu - Oru Bheegara Jeevi Aanu 2,malayalam
1642,Hamara Dil Aapke Paas Hai,hindi
1643,Guppy,malayalam
1644,Rudra Veena,telugu
1645,Badrinath,telugu
1646,Athidhi,tamil
1647,Athidhi,telugu
1648,Ankur Arora Murder Case,hindi
1649,1920: Evil Returns,hindi
1650,Anarkali,malayalam
1651,Valley of Flowers,hindi
1652,Chitralahari,telugu
1653,Legend,telugu
1654,Magamuni,tamil
1655,A: Film by Upendra,kannada
1656,Nandha,tamil
1657,Makdee,hindi
1658,Engeyum Eppodhum,tamil
1659,Dharma Durai,tamil
1660,Saaransh,hindi
1661,Jewel Thief,hindi
1662,Seeta Aur Geeta,hindi
1663,Raaz Reboot,hindi
1664,Tango Charlie,hindi
1665,Bobby,hindi
1666,Nenu Sailaja,telugu
1667,Sketch,tamil
1668,Sketch,telugu
1669,Aiyyaa,hindi
1670,Bhoomi,hindi
1671,Annayum Rasoolum,malayalam
1672,Well Done Abba!,hindi
1673,Paradesi,tamil
1674,Khiladi 420,hindi
1675,Guest iin London,hindi
1676,Atkan Chatkan,hindi
1677,Hawaizaada,hindi
1678,Horror Story,hindi
1679,Milenge Milenge,hindi
1680,iSmart Shankar,telugu
1681,Two Countries,malayalam
1682,Hadh Kar Di Aapne,hindi
1683,Suhaag,hindi
1684,Musafir,hindi
1685,Mirza's Lady,hindi
1686,Phir Milenge,hindi
1687,Kyun! Ho Gaya Na...,hindi
1688,Kuttrame Thandanai,tamil
1689,Devdas,hindi
1690,Badri,telugu
1691,Annamalai,hindi
1692,Annamalai,tamil
1693,Annamayya,telugu
1694,Aradhana,hindi
1695,Do Ankhen Barah Haath,hindi
1696,Dil Hai Tumhaara,hindi
1697,Diamond Necklace,malayalam
1698,Bruce Lee - The Fighter,telugu
1699,Varavelpu,malayalam
1700,Ishq,telugu
1701,"Good Boy, Bad Boy",hindi
1702,Ek Paheli Leela,hindi
1703,Waiting,malayalam
1704,Rabhasa,telugu
1705,Mounam Pesiyadhe,tamil
1706,Vallavan,tamil
1707,Rajma Chawal,hindi
1708,Polladhavan,tamil
1709,Hawaa Hawaai,hindi
1710,Sixteen,hindi
1711,Twenty:20,malayalam
1712,Billa,telugu
1713,Revolver Rani,hindi
1714,Arjun,telugu
1715,Sigappu Rojakkal,tamil
1716,Yaarana,hindi
1717,Bandhan,hindi
1718,London Confidental,hindi
1719,"Road, Movie",hindi
1720,Saamy,tamil
1721,Mozhi,tamil
1722,Sainikudu,telugu
1723,Nijam,telugu
1724,Aashiqui,hindi
1725,Indian Rupee,malayalam
1726,Aanandam,malayalam
1727,Genius,hindi
1728,Chandni,hindi
1729,Get Educated: Paathshaala,hindi
1730,Merku Thodarchi Malai,tamil
1731,Idharkuthane Aasaipattai Balakumara,tamil
1732,Second Show,malayalam
1733,Neethaane En Ponvasantham,tamil
1734,8 Thottakkal,tamil
1735,Comedy Couple,hindi
1736,Rebel,telugu
1737,Delhi Safari,hindi
1738,Pichaikkaran,tamil
1739,Yeh Lamhe Judaai Ke,hindi
1740,Asal,tamil
1741,Nishabd,hindi
1742,Aks,hindi
1743,Student No. 1,telugu
1744,The Elder One,malayalam
1745,Alone,hindi
1746,Aa Ab Laut Chalen,hindi
1747,Joy: The Real Love Story,hindi
1748,The Villain,kannada
1749,Vanaprastham,malayalam
1750,Khubsoorat,hindi
1751,Dil Ka Rishta,hindi
1752,Godha,malayalam
1753,Junglee,hindi
1754,Pailwaan,kannada
1755,Pailwaan,malayalam
1756,Pailwaan,tamil
1757,Pailwaan,telugu
1758,Army,hindi
1759,Ek Ajnabee,hindi
1760,Anaarkali of Aarah,hindi
1761,"Gandhi, My Father",hindi
1762,Sangam,hindi
1763,Mard,hindi
1764,Bamfaad,hindi
1765,American Desi,hindi
1766,Ardh Satya,hindi
1767,Dum,hindi
1768,Mohalla Assi,hindi
1769,Jaanam Samjha Karo,hindi
1770,Krishnarjuna,telugu
1771,Vaayai Moodi Pesavum,malayalam
1772,Vaayai Moodi Pesavum,tamil
1773,Main Aur Charles,hindi
1774,Kanthaswamy,tamil
1775,Kumari 21F,telugu
1776,Amar Prem,hindi
1777,Villain,tamil
1778,Kireedam,tamil
1779,Shankar Dada MBBS,telugu
1780,Oh Darling Yeh Hai India,hindi
1781,Love Ke Liye Kuch Bhi Karega,hindi
1782,Aathi,tamil
1783,Chameli Ki Shaadi,hindi
1784,Kanaa,tamil
1785,Ek Rishtaa: The Bond of Love,hindi
1786,Saleem,telugu
1787,Khushi,hindi
1788,Hum Aapke Dil Mein Rehte Hain,hindi
1789,Run Baby Run,malayalam
1790,Run Baby Run,telugu
1791,Sammohanam,telugu
1792,Aashiq Banaya Aapne: Love Takes Over,hindi
1793,Naseeb,hindi
1794,Namak Haraam,hindi
1795,Dus Kahaniyaan,hindi
1796,Diljale,hindi
1797,Karthikeya,telugu
1798,Ziddi,hindi
